event_id,origin_time,year,region_name,japanese_region_name,latitude,longitude,depth_km,magnitude,current_station_count,current_max_intensity,current_max_class_index,current_max_class,current_max_station_code,current_max_station_name,current_max_station_epicentral_distance_km,counterfactual_year_end,counterfactual_active_station_count,counterfactual_matched_station_count,counterfactual_matched_fraction,counterfactual_max_intensity,counterfactual_max_class_index,counterfactual_max_class,max_intensity_drop,max_class_drop,match_radius_km,current_nearest_epicentral_distance_km,current_median_epicentral_distance_km,counterfactual_nearest_epicentral_distance_km,counterfactual_median_epicentral_distance_km,counterfactual_match_distance_median_km,counterfactual_match_distance_max_km,analysis_status,counterfactual_max_station_code,counterfactual_max_station_name,counterfactual_max_station_epicentral_distance_km,counterfactual_max_source_station_code,counterfactual_max_source_station_name,counterfactual_max_source_match_distance_km,current_station_count_within_20km,counterfactual_matched_count_within_20km,current_station_count_within_50km,counterfactual_matched_count_within_50km,current_station_count_within_100km,counterfactual_matched_count_within_100km,current_density_national_per_10000km2,counterfactual_active_density_national_per_10000km2,counterfactual_matched_density_national_per_10000km2
i2011_008289,2011-07-23 13:34:23.87,2011,KINKAZAN REGION,宮城県沖,38.873666666666665,142.09116666666668,47.16,6.4,690,5.0,6,5+,2130320,遠野市松崎町＊,70.20959897728419,1994,450,106,0.23555555555555555,4.8,5,5-,0.20000000000000018,1,10.0,38.29630244530073,218.66502932010746,38.842754900065934,228.6235981734364,0.0,9.365835283269977,ok,2130100,花巻市大迫町,97.1814582504718,2130100,花巻市大迫町,0.0,0,0,9,2,72,13,18.255163049560437,11.905541119278547,2.8044163525411685
i2011_008431,2011-07-31 03:53:50.64,2011,E OFF FUKUSHIMA PREF,福島県沖,36.903166666666664,141.22133333333332,57.31,6.5,1462,5.0,6,5+,2510430,楢葉町北田＊,46.60857392617883,1994,450,168,0.37333333333333335,4.9,5,5-,0.09999999999999964,1,10.0,29.034153818835733,208.79090512081808,29.034153818835733,235.28370722658633,0.0,9.634560768842606,ok,2504734,田村市都路町＊,69.7787450070219,2504734,田村市都路町＊,0.0,0,0,9,2,89,14,38.67978025863386,11.905541119278547,4.444735351197324
i2011_009110,2011-09-07 22:29:43.08,2011,HIDAKA REGION,日高地方中部,42.260666666666665,142.58916666666667,10.23,5.1,39,5.2,6,5+,1510321,新ひだか町三石旭町＊,2.1990688173941093,1994,450,9,0.02,2.9,3,3,2.3000000000000003,3,10.0,2.1990688173941093,84.70321445597422,19.103833783987916,89.21677207828239,4.596298844459489,9.921730235106557,ok,1520000,浦河町潮見（旧）,19.103833783987916,1520002,浦河町潮見,0.0,5,1,9,1,27,6,1.0318135636708075,11.905541119278547,0.23811082238557096
i2011_009443,2011-09-29 19:05:05.66,2011,EASTERN FUKUSHIMA PREF,福島県浜通り,37.1325,140.8695,8.84,5.4,475,5.1,6,5+,2510001,いわき市三和町,7.143924513194264,1994,450,56,0.12444444444444444,3.7,4,4,1.3999999999999995,2,10.0,4.513705961812127,141.27520402173354,9.255285977274683,100.20012621707966,0.7395744962402944,9.33213529172532,ok,2510000,いわき市小名浜,20.472864079271293,2510000,いわき市小名浜,0.0,4,1,38,7,136,28,12.566960070349577,11.905541119278547,1.4815784503991083
i2011_009588,2011-10-05 23:33:27.59,2011,NW KUMAMOTO PREF,熊本県熊本地方,32.914,130.85033333333334,9.69,4.5,183,5.1,6,5+,7410536,菊池市旭志（旧２）＊,4.003143768660875,1994,450,20,0.044444444444444446,2.9,3,3,2.1999999999999997,3,10.0,3.735423522291967,50.46154901781298,17.72801270775798,61.334061614367705,1.7001808821254514,8.727520176381347,ok,7410101,八代市泉町（旧）,40.59733080190718,7414720,熊本美里町永富＊,8.727520176381347,20,1,90,8,170,17,4.841586721839943,11.905541119278547,0.5291351608568243
i2011_010143,2011-11-20 10:23:40.78,2011,NORTHERN IBARAKI PREF,茨城県北部,36.71066666666667,140.58816666666667,8.99,5.3,562,5.2,6,5+,3000131,日立市十王町友部（旧）＊,9.012708086007736,1994,450,59,0.13111111111111112,3.4,3,3,1.8000000000000003,3,10.0,9.012708086007736,111.71465337270774,10.62680357894527,111.85709809351773,0.0,9.214166666666141,ok,3000200,常陸太田市町屋町,10.62680357894527,3000200,常陸太田市町屋町,0.0,9,1,54,5,219,21,14.868698020076762,11.905541119278547,1.560948724527632
i2012_000431,2012-02-08 21:01:37.95,2012,SADOGASHIMA IS REG,佐渡付近,37.86533333333333,138.17083333333332,13.62,5.7,382,5.0,6,5+,3751002,佐渡市相川三町目,19.468024563361308,1994,450,68,0.1511111111111111,5.0,6,5+,0.0,0,10.0,11.263976089332575,150.5676582818578,19.468024563361308,158.9229467128364,0.0,8.979356504984594,ok,3751000,佐渡市相川三町目（旧）,19.468024563361308,3751002,佐渡市相川三町目,0.0,7,2,15,3,104,12,10.106481572365343,11.905541119278547,1.799059546913203
i2012_000796,2012-03-14 21:05:04.32,2012,NEAR CHOSHI CITY,千葉県東方沖,35.74766666666667,140.932,15.08,6.1,938,5.1,6,5+,3015831,神栖市波崎（旧）＊,10.411415237610282,1994,450,96,0.21333333333333335,4.8,5,5-,0.2999999999999998,1,10.0,7.570482155824267,141.99385992516542,7.570482155824267,207.4991343212646,0.0,9.75756419260607,ok,3400000,銚子市川口町,7.570482155824267,3400000,銚子市川口町,0.0,5,1,32,1,167,8,24.816439044185064,11.905541119278547,2.539848772112757
i2012_001474,2012-05-24 00:02:26.59,2012,E OFF AOMORI PREF,青森県東方沖,41.343666666666664,142.12366666666668,59.6,6.1,555,5.4,6,5+,2021031,東北町上北南＊,99.87419529401478,1994,450,85,0.18888888888888888,4.4,4,4,1.0,2,10.0,56.561757456759835,217.28196634127676,76.04839612547126,229.75094773054923,0.0,9.240119320142412,ok,2030000,むつ市金曲,76.04839612547126,2030000,むつ市金曲,0.0,0,0,0,0,19,2,14.683500713776874,11.905541119278547,2.2488244336415035
i2012_002280,2012-08-30 04:05:12.23,2012,E OFF MIYAGI PREF,宮城県沖,38.408166666666666,141.91416666666666,59.9,5.6,547,5.2,6,5+,2220120,仙台宮城野区苦竹＊,86.98101653656249,1994,450,81,0.18,4.3,4,4,0.9000000000000004,2,10.0,38.06471793211443,183.5382315989461,49.36289062342338,169.64044820735472,0.0,8.565023611761598,ok,2220100,仙台宮城野区五輪,89.84182584813699,2220100,仙台宮城野区五輪,0.0,0,0,4,1,80,8,14.471846649434147,11.905541119278547,2.1429974014701383
